"Year","Month","MonitoringLocation","SampleDate","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","oysteryear","WTEMP","Day"
1990,"Jul","CB3.2",1990-07-18,3.18,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,24.9,"18"
1990,"Jul","EE2.2",1990-07-17,11.08,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,27,"17"
1990,"Jul","EE3.0",1990-07-19,11.61,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,28,"19"
1990,"Jul","EE3.1",1990-07-19,12.26,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,27.5,"19"
1990,"Jul","EE3.1",1990-07-19,12.26,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,27.5,"19"
1990,"Jul","EE3.1",1990-07-19,12.26,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,27.5,"19"
1990,"Jul","ET4.2",1990-07-18,8.31,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,26.3,"18"
1990,"Jul","ET4.2",1990-07-18,8.31,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,26.3,"18"
1990,"Jul","ET5.2",1990-07-17,7.05,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,26.8,"17"
1990,"Jun","CB3.2",1990-06-13,3.71,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,19.9,"13"
1990,"Jun","EE2.2",1990-06-12,9.78,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,21.5,"12"
1990,"Jun","EE3.0",1990-06-14,10.24,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,22.4,"14"
1990,"Jun","EE3.1",1990-06-14,12.26,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,22.3,"14"
1990,"Jun","EE3.1",1990-06-14,12.26,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,22.3,"14"
1990,"Jun","EE3.1",1990-06-14,12.26,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,22.3,"14"
1990,"Jun","ET4.2",1990-06-13,6.06,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,21.5,"13"
1990,"Jun","ET4.2",1990-06-13,6.06,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,21.5,"13"
1990,"Jun","ET5.2",1990-06-12,6.04,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,22.3,"12"
1990,"Mar","CB3.2",1990-03-07,4.78,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,3.2,"07"
1990,"Mar","EE2.2",1990-03-06,11.21,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,4.8,"06"
1990,"Mar","EE3.0",1990-03-08,11.61,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,5.2,"08"
1990,"Mar","EE3.1",1990-03-08,12.4,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,5.2,"08"
1990,"Mar","EE3.1",1990-03-08,12.4,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,5.2,"08"
1990,"Mar","EE3.1",1990-03-08,12.4,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,5.2,"08"
1990,"Mar","ET4.2",1990-03-07,6.48,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,4.2,"07"
1990,"Mar","ET4.2",1990-03-07,6.48,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,4.2,"07"
1990,"Mar","ET5.2",1990-03-06,8.38,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,5.4,"06"
1990,"May","CB3.2",1990-05-16,1.12,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,17.4,"16"
1990,"May","EE2.2",1990-05-15,10.56,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,17.8,"15"
1990,"May","EE3.0",1990-05-17,10.5,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,20.5,"17"
1990,"May","EE3.1",1990-05-17,12.93,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,19.2,"17"
1990,"May","EE3.1",1990-05-17,12.93,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,19.2,"17"
1990,"May","EE3.1",1990-05-17,12.93,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,19.2,"17"
1990,"May","ET4.2",1990-05-16,8.15,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,17.6,"16"
1990,"May","ET4.2",1990-05-16,8.15,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,17.6,"16"
1990,"May","ET5.2",1990-05-15,6.8,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,18.2,"15"
1990,"Nov","CB3.2",1990-11-13,2.65,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1991,9.8,"13"
1990,"Nov","EE2.2",1990-11-14,12.07,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1991,9.1,"14"
1990,"Nov","EE3.0",1990-11-07,15.14,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1991,13.6,"07"
1990,"Nov","EE3.1",1990-11-07,15.81,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1991,14,"07"
1990,"Nov","EE3.1",1990-11-07,15.81,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1991,14,"07"
1990,"Nov","EE3.1",1990-11-07,15.81,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1991,14,"07"
1990,"Nov","ET4.2",1990-11-14,6.63,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1991,8.4,"14"
1990,"Nov","ET4.2",1990-11-14,6.63,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1991,8.4,"14"
1990,"Nov","ET5.2",1990-11-15,11.54,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1991,9,"15"
1990,"Oct","CB3.2",1990-10-17,5.69,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,20.4,"17"
1990,"Oct","EE2.2",1990-10-16,15.34,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,21.7,"16"
1990,"Oct","EE3.0",1990-10-18,15,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,21.1,"18"
1990,"Oct","EE3.1",1990-10-18,15.88,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,21.5,"18"
1990,"Oct","EE3.1",1990-10-18,15.88,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,21.5,"18"
1990,"Oct","EE3.1",1990-10-18,15.88,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,21.5,"18"
1990,"Oct","ET4.2",1990-10-17,11.54,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,20.6,"17"
1990,"Oct","ET4.2",1990-10-17,11.54,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,20.6,"17"
1990,"Oct","ET5.2",1990-10-16,11.67,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,21.9,"16"
1990,"Sep","CB3.2",1990-09-12,8.5,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93","2.98214285714286",1990,24.5,"12"
1990,"Sep","EE2.2",1990-09-11,13.59,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.93333333333333",1990,24.8,"11"
1990,"Sep","EE3.0",1990-09-13,14.06,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23","1.21428571428571",1990,24.9,"13"
1990,"Sep","EE3.1",1990-09-13,15.81,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97","3.74137931034483",1990,24.8,"13"
1990,"Sep","EE3.1",1990-09-13,15.81,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","2.8",1990,24.8,"13"
1990,"Sep","EE3.1",1990-09-13,15.81,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.86666666666667",1990,24.8,"13"
1990,"Sep","ET4.2",1990-09-12,10.56,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20","2.08333333333333",1990,25.3,"12"
1990,"Sep","ET4.2",1990-09-12,10.56,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.11666666666667",1990,25.3,"12"
1990,"Sep","ET5.2",1990-09-11,10.37,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83","2.02",1990,25.1,"11"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","3.75",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","3.62",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","2.91666666666667",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","3.08333333333333",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80","2.8",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20","1.66666666666667",1991,13.5,"10"
1991,"Apr","CB3.2",1991-04-10,2.54,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27","2.525",1991,13.5,"10"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23","0.857142857142857",1991,13.4,"09"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","2.1",1991,13.4,"09"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97","3.03448275862069",1991,13.4,"09"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","3.96153846153846",1991,13.4,"09"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","3.57857142857143",1991,13.4,"09"
1991,"Apr","CB3.3W",1991-04-09,7.43,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","4.06666666666667",1991,13.4,"09"
1991,"Apr","EE2.2",1991-04-09,9.78,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.06666666666667",1991,13.8,"09"
1991,"Apr","EE3.0",1991-04-11,9.08,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"60","2",1991,15.3,"11"
1991,"Apr","EE3.0",1991-04-11,9.08,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"97","2.70689655172414",1991,15.3,"11"
1991,"Apr","EE3.1",1991-04-11,10.5,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"73","2.70454545454545",1991,15.6,"11"
1991,"Apr","EE3.1",1991-04-11,10.5,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","3.32142857142857",1991,15.6,"11"
1991,"Apr","EE3.1",1991-04-11,10.5,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","3.8",1991,15.6,"11"
1991,"Apr","EE3.1",1991-04-11,10.5,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.66666666666667",1991,15.6,"11"
1991,"Apr","ET4.2",1991-04-11,6.43,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.66666666666667",1991,13.4,"11"
1991,"Apr","ET4.2",1991-04-11,6.43,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","3.53333333333333",1991,13.4,"11"
1991,"Apr","ET4.2",1991-04-11,6.43,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94","3.68965517241379",1991,13.4,"11"
1991,"Apr","ET4.2",1991-04-11,6.43,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.32692307692308",1991,13.4,"11"
1991,"Apr","ET4.2",1991-04-11,6.43,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97","3.44827586206897",1991,13.4,"11"
1991,"Apr","ET5.1",1991-04-09,0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97","2.8448275862069",1991,16.7,"09"
1991,"Apr","ET5.1",1991-04-09,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","2.65",1991,16.7,"09"
1991,"Apr","ET6.2",1991-04-11,3.34,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"27","2.875",1991,16.8,"11"
1991,"Apr","LE2.2",1991-04-08,5.57,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"83","2.74",1991,14.8,"08"
1991,"Apr","RET3.1",1991-04-01,0,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"10","2.83333333333333",1991,11.9,"01"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"80","2.8",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"100","3.08333333333333",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100","2.91666666666667",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","CHESTER RIVER","OLD FIELD (S)",39.0843,-76.164883,"20","1.66666666666667",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"27","2.525",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100","3.75",1991,25.9,"07"
1991,"Aug","CB3.2",1991-08-07,10.69,"MD","October","WYE RIVER","BRUFFS ISLAND",38.860283,-76.194117,"83","3.62",1991,25.9,"07"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","CHOPTANK RIVER","ROYSTON",38.686017,-76.241333,"100","4.06666666666667",1991,27.1,"06"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"97","3.03448275862069",1991,27.1,"06"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100","3.96153846153846",1991,27.1,"06"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","2.1",1991,27.1,"06"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"23","0.857142857142857",1991,27.1,"06"
1991,"Aug","CB3.3W",1991-08-06,12.2,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"47","3.57857142857143",1991,27.1,"06"
1991,"Aug","EE2.2",1991-08-06,14.33,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100","3.06666666666667",1991,27.4,"06"
1991,"Aug","EE3.0",1991-08-08,14.6,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"97","2.70689655172414",1991,26.6,"08"
1991,"Aug","EE3.0",1991-08-08,14.6,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"60","2",1991,26.6,"08"
1991,"Aug","EE3.1",1991-08-08,15.34,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100","3.66666666666667",1991,26.7,"08"
1991,"Aug","EE3.1",1991-08-08,15.34,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"93","3.32142857142857",1991,26.7,"08"
1991,"Aug","EE3.1",1991-08-08,15.34,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"73","2.70454545454545",1991,26.7,"08"
1991,"Aug","EE3.1",1991-08-08,15.34,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100","3.8",1991,26.7,"08"
1991,"Aug","ET4.2",1991-08-07,11.93,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","3.32692307692308",1991,27.1,"07"
1991,"Aug","ET4.2",1991-08-07,11.93,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"97","3.44827586206897",1991,27.1,"07"
1991,"Aug","ET4.2",1991-08-07,11.93,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"94","3.68965517241379",1991,27.1,"07"
1991,"Aug","ET4.2",1991-08-07,11.93,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100","4.66666666666667",1991,27.1,"07"
1991,"Aug","ET4.2",1991-08-07,11.93,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"100","3.53333333333333",1991,27.1,"07"
1991,"Aug","ET5.1",1991-08-06,0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"100","2.65",1991,27.9,"06"
1991,"Aug","ET5.1",1991-08-06,0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"97","2.8448275862069",1991,27.9,"06"
