"Year","Month","MonitoringLocation","SALINITY","State","Sample.month","Region","Site","Lat","Long","Prevalence","Mean.Intensity","WTEMP","oysteryear"
1990,"Apr","CB3.2",0.9,"MD","October","MILES RIVER","TURTLE BACK",38.851067,-76.236333,"100",3.8,8.2,1990
1990,"Apr","CB3.2",0.9,"MD","October","EASTERN BAY","BUGBY",38.87535,-76.220267,"100",3.4,8.2,1990
1990,"Apr","CB3.2",0.9,"MD","October","CHESTER RIVER","BUOY ROCK",38.994033,-76.213683,"23",0.5,10.1,1990
1990,"Apr","CB3.2",0.9,"MD","October","UPPER BAY","SWAN POINT",39.13995,-76.302417,"7",0.1,8.2,1990
1990,"Apr","CB3.2",0.9,"MD","October","NANTICOKE RIVER","WILSON SHOALS (S)",39.289717,-75.921033,"93",2.9,8.2,1990
1990,"Apr","CB3.3W",6.62,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"20",0.5,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"20",0.5,11.8,1990
1990,"Apr","CB3.3W",6.62,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100",3.2,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"17",0.2,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",4.9,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"47",0.5,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",3.4,11.8,1990
1990,"Apr","CB3.3W",6.62,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",4.9,11.8,1990
1990,"Apr","CB3.3W",6.62,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"17",0.2,11.8,1990
1990,"Apr","CB3.3W",6.62,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",3.4,9.4,1990
1990,"Apr","CB3.3W",6.62,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"47",0.5,11.8,1990
1990,"Apr","CB3.3W",6.62,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100",3.2,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"20",0.5,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","MIDDLE BAY","HOLLAND POINT (S)",38.739367,-76.511667,"20",0.5,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100",3.2,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"17",0.2,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",4.9,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"47",0.5,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",3.4,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","BROAD CREEK","DEEP NECK",38.740517,-76.2449,"100",4.9,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","CHOPTANK RIVER","COOK POINT (S)",38.65405,-76.2793,"17",0.2,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","LITTLE CHOPTANKS","CASON (S)",38.53645,-76.289033,"100",3.4,9.4,1990
1990,"Apr","CB3.3W",5.76,"MD","October","MIDDLE BAY","STONE ROCK",38.64795,-76.3765,"47",0.5,11.8,1990
1990,"Apr","CB3.3W",5.76,"MD","October","HARRIS CREEK","TILGHMAN WHARF",38.704033,-76.315567,"100",3.2,11.8,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",1.28,10.1,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"92",1.24,10.1,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"92",1.24,13,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"84",1.16,10.1,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",1.28,13,1990
1990,"Apr","CB5.4",13.02,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"84",1.16,13,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",1.28,10.1,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"92",1.24,10.1,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","WHALEYS",37.808617,-76.3,"92",1.24,13,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"84",1.16,10.1,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","HAYNIE BAR",37.829717,-76.309167,"80",1.28,13,1990
1990,"Apr","CB5.4",13.49,"VA","October","GREAT WICOMICO RIVER","FLEET POINT",37.809717,-76.288617,"84",1.16,13,1990
1990,"Apr","EE2.2",11.28,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100",4.2,9.3,1990
1990,"Apr","EE2.2",11.28,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100",4.2,12.4,1990
1990,"Apr","EE2.2",11.87,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100",4.2,9.3,1990
1990,"Apr","EE2.2",11.87,"MD","October","HONGA RIVER","NORMAN ADDITION",38.257933,-76.13665,"100",4.2,12.4,1990
1990,"Apr","EE3.0",11.28,"MD","October","TANGIER SOUND","SHARKFIN SHOAL",38.208167,-75.986383,"23",0.3,10.1,1990
1990,"Apr","EE3.0",11.28,"MD","October","CHOPTANK RIVER","OYSTER SHELL PT. (S)",38.589233,-75.005517,"3",0.1,10.1,1990
1990,"Apr","EE3.0",11.28,"MD","October","LITTLE CHOPTANKS","RAGGED POINT (LC)",38.532367,-75.243117,"100",4.8,10.1,1990
1990,"Apr","EE3.0",11.28,"MD","October","FISHING BAY","GOOD CREEK",38.275533,-76.014233,"60",1.8,10.1,1990
1990,"Apr","EE3.0",11.28,"MD","October","ST. MARY'S RIVER","PAGAN (S)",38.1918,-75.443767,"93",3.3,10.1,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100",2.7,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","OLD WOMAN'S LEG",37.95625,-75.962667,"57",1.1,9.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100",4.2,9.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"30",0.3,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97",3.5,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100",2.7,9.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"30",0.3,9.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","OLD WOMAN'S LEG",37.95625,-75.962667,"57",1.1,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100",4.2,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97",3.5,9.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"93",2.7,13.3,1990
1990,"Apr","EE3.1",10.5,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"93",2.7,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100",2.7,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","OLD WOMAN'S LEG",37.95625,-75.962667,"57",1.1,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100",4.2,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"30",0.3,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97",3.5,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","BACK COVE",38.030167,-75.979817,"100",2.7,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","EASTERN BAY","HOLLICUT NOOSE",38.1186,-76.075933,"30",0.3,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","OLD WOMAN'S LEG",37.95625,-75.962667,"57",1.1,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","HOLLAND STRAITS","HOLLAND STRAITS",38.1186,-76.075933,"100",4.2,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","POCOMOKE SOUND","MARUMSCO",37.948233,-75.736017,"97",3.5,9.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"93",2.7,13.3,1990
1990,"Apr","EE3.1",12.13,"MD","October","TANGIER SOUND","PINEY ISLAND EASY",38.0686,-75.90555,"93",2.7,9.3,1990
1990,"Apr","ET4.2",6.68,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20",0.5,8.7,1990
1990,"Apr","ET4.2",6.68,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"73",2.3,8.7,1990
1990,"Apr","ET4.2",6.68,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5,8.7,1990
1990,"Apr","ET4.2",6.68,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5,11.6,1990
1990,"Apr","ET4.2",6.68,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"97",3.6,11.6,1990
1990,"Apr","ET4.2",6.68,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"97",3.6,8.7,1990
1990,"Apr","ET4.2",6.68,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"73",2.3,11.6,1990
1990,"Apr","ET4.2",6.68,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",2.3,8.7,1990
1990,"Apr","ET4.2",6.68,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20",0.5,11.6,1990
1990,"Apr","ET4.2",6.68,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",2.3,11.6,1990
1990,"Apr","ET4.2",7.93,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20",0.5,8.7,1990
1990,"Apr","ET4.2",7.93,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"73",2.3,8.7,1990
1990,"Apr","ET4.2",7.93,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5,8.7,1990
1990,"Apr","ET4.2",7.93,"MD","October","CHOPTANK RIVER","SANDY HILL (S)",38.598383,-76.113417,"100",5,11.6,1990
1990,"Apr","ET4.2",7.93,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"97",3.6,11.6,1990
1990,"Apr","ET4.2",7.93,"MD","October","TRED AVON RIVER","DOUBLE MILLS (S)",38.729383,-76.138983,"97",3.6,8.7,1990
1990,"Apr","ET4.2",7.93,"MD","October","MILES RIVER","LONG POINT (S)",38.767233,-76.17735,"73",2.3,11.6,1990
1990,"Apr","ET4.2",7.93,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",2.3,8.7,1990
1990,"Apr","ET4.2",7.93,"MD","October","EASTERN BAY","PARSONS ISLAND",38.895883,-75.2602,"20",0.5,11.6,1990
1990,"Apr","ET4.2",7.93,"MD","October","CHOPTANK RIVER","LIGHTHOUSE",38.658367,-76.188183,"90",2.3,11.6,1990
1990,"Apr","ET5.1",0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"30",0.8,14.3,1990
1990,"Apr","ET5.1",0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"97",3.4,14.3,1990
1990,"Apr","ET5.1",0,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"90",3,14.3,1990
1990,"Apr","ET5.1",0,"MD","October","PATUXENT RIVER","BROOME ISLAND",38.405133,-76.561167,"97",3.4,10.7,1990
1990,"Apr","ET5.1",0,"MD","October","LOWER BAY","HOG ISLAND",38.313117,-76.3947,"90",3,10.7,1990
1990,"Apr","ET5.1",0,"MD","October","MIDDLE BAY","FLAG POND",38.430133,-76.429017,"30",0.8,10.7,1990
1990,"Apr","ET5.2",7.56,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83",1.9,10.1,1990
1990,"Apr","ET5.2",7.56,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83",1.9,12.5,1990
1990,"Apr","ET5.2",8.06,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83",1.9,10.1,1990
1990,"Apr","ET5.2",8.06,"MD","October","MANOKIN RIVER","GEORGES (S)",38.40033,-75.824867,"83",1.9,12.5,1990
1990,"Apr","ET6.2",4.99,"MD","October","MIDDLE BAY","HACKETT POINT",38.968733,-76.419317,"0",0,10.9,1990
1990,"Apr","ET8.1",11.87,"MD","October","ST. MARY'S RIVER","CHICKEN COCK",38.102767,-76.4353,"100",4.2,9.7,1990
1990,"Apr","ET8.1",11.87,"MD","October","POTOMAC RIVER","RAGGED POINT (PR)",38.09142,-76.60055,"97",0.3,9.7,1990
1990,"Apr","LE2.2",11.21,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97",3.4,11.9,1990
1990,"Apr","LE2.2",11.21,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97",3.4,9.6,1990
1990,"Apr","LE2.2",11.21,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"100",4,9.6,1990
1990,"Apr","LE2.2",11.21,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"100",4,11.9,1990
1990,"Apr","LE2.2",8.95,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97",3.4,11.9,1990
1990,"Apr","LE2.2",8.95,"MD","October","POTOMAC RIVER","CORNFIELD HARBOR",38.0498,-76.333933,"97",3.4,9.6,1990
1990,"Apr","LE2.2",8.95,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"100",4,9.6,1990
1990,"Apr","LE2.2",8.95,"MD","October","LOWER BAY","BUTLER",38.109467,-76.3241,"100",4,11.9,1990
1990,"Apr","LE3.1",8.8,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"4",0.04,10.3,1990
1990,"Apr","LE3.1",8.8,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56",1.04,10.3,1990
1990,"Apr","LE3.1",8.8,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56",1.04,14.9,1990
1990,"Apr","LE3.1",8.8,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.8,14.9,1990
1990,"Apr","LE3.1",8.8,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.8,10.3,1990
1990,"Apr","LE3.1",8.8,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"4",0.04,14.9,1990
1990,"Apr","LE3.1",8.9,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"4",0.04,10.3,1990
1990,"Apr","LE3.1",8.9,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56",1.04,10.3,1990
1990,"Apr","LE3.1",8.9,"VA","October","RAPPAHANNOCK RIVER","SMOKEY POINT",37.719167,-76.582217,"56",1.04,14.9,1990
1990,"Apr","LE3.1",8.9,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.8,14.9,1990
1990,"Apr","LE3.1",8.9,"VA","October","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"100",2.8,10.3,1990
1990,"Apr","LE3.1",8.9,"VA","May","RAPPAHANNOCK RIVER","MORATTICO ",37.780533,-76.658183,"4",0.04,14.9,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"4",0.04,15,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"4",0.04,10.5,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"56",0.56,10.5,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.64,10.5,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"56",0.56,15,1990
1990,"Apr","LE3.2",9.8,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.64,15,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"4",0.04,15,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","HOG HOUSE ROCK",37.63618,-76.54255,"4",0.04,10.5,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"56",0.56,10.5,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.64,10.5,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"56",0.56,15,1990
1990,"Apr","LE3.2",10.5,"VA","October","RAPPAHANNOCK RIVER","PARROT ROCK",37.605833,-76.588883,"100",1.64,15,1990
1990,"Apr","LE3.7",14.01,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,"16",0.16,11.9,1990
1990,"Apr","LE3.7",14.01,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96",1.2,11.9,1990
1990,"Apr","LE3.7",14.01,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96",1.2,14.2,1990
1990,"Apr","LE3.7",14.01,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,"100",2.44,14.2,1990
1990,"Apr","LE3.7",14.01,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,"16",0.16,14.2,1990
1990,"Apr","LE3.7",14.01,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92",1.24,14.2,1990
1990,"Apr","LE3.7",14.01,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,"100",2.44,11.9,1990
1990,"Apr","LE3.7",14.01,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92",1.24,11.9,1990
1990,"Apr","LE3.7",14.33,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,"16",0.16,11.9,1990
1990,"Apr","LE3.7",14.33,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96",1.2,11.9,1990
1990,"Apr","LE3.7",14.33,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"96",1.2,14.2,1990
1990,"Apr","LE3.7",14.33,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,"100",2.44,14.2,1990
1990,"Apr","LE3.7",14.33,"VA","September","PIANKATANK RIVER","BURTON POINT",37.515,-76.328333,"16",0.16,14.2,1990
1990,"Apr","LE3.7",14.33,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92",1.24,14.2,1990
1990,"Apr","LE3.7",14.33,"VA","September","PIANKATANK RIVER","PALACE BAR",37.526667,-76.37,"100",2.44,11.9,1990
1990,"Apr","LE3.7",14.33,"VA","October","RAPPAHANNOCK RIVER","BROAD CREEK",37.57695,-76.300833,"92",1.24,11.9,1990
1990,"Apr","RET3.1",0,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"40",0.7,15.9,1990
1990,"Apr","RET3.1",0,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"13",0.2,10.9,1990
1990,"Apr","RET3.1",0,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,10.9,1990
1990,"Apr","RET3.1",0,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"13",0.2,15.9,1990
1990,"Apr","RET3.1",0,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",3.6,15.9,1990
1990,"Apr","RET3.1",0,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,10.9,1990
1990,"Apr","RET3.1",0,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,15.9,1990
1990,"Apr","RET3.1",0,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"40",0.7,10.9,1990
1990,"Apr","RET3.1",0,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,15.9,1990
1990,"Apr","RET3.1",0,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",3.6,10.9,1990
1990,"Apr","RET3.1",1,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"40",0.7,15.9,1990
1990,"Apr","RET3.1",1,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"13",0.2,10.9,1990
1990,"Apr","RET3.1",1,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,10.9,1990
1990,"Apr","RET3.1",1,"MD","October","WICOMICO R. (WEST)","MILLS WEST",38.334683,-76.860333,"13",0.2,15.9,1990
1990,"Apr","RET3.1",1,"MD","October","WICOMICO R. (WEST)","LANCASTER",38.276033,-76.824283,"97",3.6,15.9,1990
1990,"Apr","RET3.1",1,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,10.9,1990
1990,"Apr","RET3.1",1,"VA","October","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,15.9,1990
1990,"Apr","RET3.1",1,"MD","October","POTOMAC RIVER","LOWER CEDAR POINT",38.333783,-76.981867,"40",0.7,10.9,1990
1990,"Apr","RET3.1",1,"VA","May","RAPPAHANNOCK RIVER","ROSS ROCK",37.901117,-76.789167,"0",0,15.9,1990
